CollectionNumber,Collection_Code,Experimental_Code,County_Collected,Location_farm,Location_Code,Location,Year,Latitude,Longitude,Host Plant,Date Collected,Stoarage Location,Storage conditions,Locus1 sequenced,Primers Locus 1,Organism,Clade,Manuscript_Species,Label,Query coverage,percent_Pairwise_Identity,Sequence Length,Sub. Accession number,Sub. strain,Pathogenicity
477,OEO_O477,TV-CT-15,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.579,951,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
479,OEO_O479,TV-CT-18,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,99,99.895,948,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
480,OEO_O480,TV-CT-19,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.578,945,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
484,OEO_O484,TV-CT-22-1,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,99,99.684,948,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
486,OEO_O486,TV-CT-23,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.475,952,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
490,OEO_O490,TV-CT-27,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,99,99.579,949,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
68,OEO_O68,TV-CT2-13,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,99,99.894,949,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,Yes
73,OEO_O73,TV-CT2-18,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.788,944,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
423,OEO_O423,L-CT-27,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium yorkense,Globisporangium Clade J,Globisporangium yorkense,G. yorkense,99,99.69,959,KY985300.1,Globisporangium yorkense,
377,OEO_O377,BR-CT-18,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2022,South,2022,31.146485,-87.052063,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Lagenidium sp. SLG-2014b LEV 6562,unknown,Lagenidium sp.,L. sp. ,99,82.54,759,KJ716873.1,Lagenidium sp. SLG-2014b LEV 6562,
493,OEO_O493,TV-CT2-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Lagenidium sp. SLG-2014b LEV 6562,unknown,Lagenidium sp. SLG-2014b LEV 6562,L. sp. SLG-2014b LEV 6562,99,82.317,758,KJ716873.1,Lagenidium sp. SLG-2014b LEV 6562,
471,OEO_O471,TV-CT-9,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora aff. rosacearum P10678,Phytophthora Clade 6,Phytophthora aff. rosacearum,P. aff. rosacearum,94,99.74,818,HQ261493.1,Phytophthora aff. rosacearum P10678,
116,OEO_O116,PR-CT2-13,Autauga,Prattville Research and Education Center field 2,PRATTVILLE2_2021,Central,2021,32.424551,-86.445392,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora cactorum CBS:108.09,Phytophthora Clade 1,Phytophthora cactorum,P. cactorum,100,99.762,841,KJ128036.1,Phytophthora cactorum CBS:108.09,Yes
338,OEO_O338,GF-CT-6-2,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,658,HQ709173.1,Phytophthora nicotianae Ag2,
341,OEO_O341,GF-CT-9,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,658,HQ709173.1,Phytophthora nicotianae Ag2,
344,OEO_O344,GF-CT-12,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,654,HQ709173.1,Phytophthora nicotianae Ag2,
352,OEO_O352,GF-CT-31,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,99.846,651,HQ709173.1,Phytophthora nicotianae Ag2,
350,OEO_O350,GF-CT-27,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae P7146,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,99.848,656,HQ261629.1,Phytophthora nicotianae P7146,
356,OEO_O356,GF-CT2-3,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,657,HQ709173.1,Phytophthora nicotianae Ag2,
357,OEO_O357,GF-CT2-4,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,659,HQ709173.1,Phytophthora nicotianae Ag2,
358,OEO_O358,GF-CT2-5,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,97,99.52,853,HQ709173.1,Phytophthora nicotianae Ag2,
359,OEO_O359,GF-CT2-6,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.161,853,HQ709173.1,Phytophthora nicotianae Ag2,
360,OEO_O360,GF-CT2-7,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,98.569,629,HQ709173.1,Phytophthora nicotianae Ag2,
361,OEO_O361,GF-CT2-8,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,608,HQ709173.1,Phytophthora nicotianae Ag2,
362,OEO_O362,GF-CT2-9,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,97,99.28,856,HQ709173.1,Phytophthora nicotianae Ag2,
363,OEO_O363,GF-CT2-10,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,657,HQ709173.1,Phytophthora nicotianae Ag2,
364,OEO_O364,GF-CT2-11,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.52,853,HQ709173.1,Phytophthora nicotianae Ag2,
366,OEO_O366,GF-CT2-13,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,99,99.52,845,HQ709173.1,Phytophthora nicotianae Ag2,
367,OEO_O367,GF-CT2-20,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2022,South,2022,30.538264,-87.884459,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,660,HQ709173.1,Phytophthora nicotianae Ag2,
264,OEO_O264,RH-CT-6-2,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.52,846,HQ709173.1,Phytophthora nicotianae Ag2,
274,OEO_O274,RH-CT-13-3,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.452,744,HQ709173.1,Phytophthora nicotianae Ag2,
275,OEO_O275,RH-CT-13-4,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.52,846,HQ709173.1,Phytophthora nicotianae Ag2,
276,OEO_O276,RH-CT-14,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.516,840,HQ709173.1,Phytophthora nicotianae Ag2,
402,OEO_O402,L-CT-5,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,98.683,854,HQ709173.1,Phytophthora nicotianae Ag2,
404,OEO_O404,L-CT-7,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,98.257,802,HQ709173.1,Phytophthora nicotianae Ag2,
419,OEO_O419,L-CT-22-2,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,99.365,787,HQ709173.1,Phytophthora nicotianae Ag2,
401,OEO_O401,L-CT-4,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae P7146,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,634,HQ261629.1,Phytophthora nicotianae P7146,
458,OEO_O458,L-CT2-24-2,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.043,857,HQ709173.1,Phytophthora nicotianae Ag2,
459,OEO_O459,L-CT2-26,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,613,HQ709173.1,Phytophthora nicotianae Ag2,
463,OEO_O463,L-CT2-33,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,656,HQ709173.1,Phytophthora nicotianae Ag2,
464,OEO_O464,L-CT2-34-1,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,656,HQ709173.1,Phytophthora nicotianae Ag2,
465,OEO_O465,L-CT2-34-2,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,662,HQ709173.1,Phytophthora nicotianae Ag2,
437,OEO_O437,L-CT2-3-2,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae P7146,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,99.697,658,HQ261629.1,Phytophthora nicotianae P7146,
457,OEO_O457,L-CT2-24-1,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae P7146,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,660,HQ261629.1,Phytophthora nicotianae P7146,
32,OEO_O32,TV-CT-15,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,99,99.704,685,HQ709173.1,Phytophthora nicotianae Ag2,
467,OEO_O467,TV-CT-3,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,656,HQ709173.1,Phytophthora nicotianae Ag2,
57,OEO_O57,TV-CT2-4-3,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.76,848,HQ709173.1,Phytophthora nicotianae Ag2,Yes
66,OEO_O66,TV-CT2-10-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.76,848,HQ709173.1,Phytophthora nicotianae Ag2,Yes
81,OEO_O81,TV-CT2-25,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,99,99.637,838,HQ709173.1,Phytophthora nicotianae Ag2,Yes
82,OEO_O82,TV-CT2-27-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.52,846,HQ709173.1,Phytophthora nicotianae Ag2,Yes
60,OEO_O60,TV-CT2-6-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.704,690,HQ709173.1,Phytophthora nicotianae Ag2,
61,OEO_O61,TV-CT2-7,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.756,836,HQ709173.1,Phytophthora nicotianae Ag2,
62,OEO_O62,TV-CT2-9-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.76,847,HQ709173.1,Phytophthora nicotianae Ag2,
63,OEO_O63,TV-CT2-9-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,99,99.704,682,HQ709173.1,Phytophthora nicotianae Ag2,
65,OEO_O65,TV-CT2-10-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,97,99.704,694,HQ709173.1,Phytophthora nicotianae Ag2,
67,OEO_O67,TV-CT2-11,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,99,99.76,845,HQ709173.1,Phytophthora nicotianae Ag2,
84,OEO_O84,TV-CT2-29,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.52,845,HQ709173.1,Phytophthora nicotianae Ag2,
85,OEO_O85,TV-CT2-30-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.756,837,HQ709173.1,Phytophthora nicotianae Ag2,
88,OEO_O88,TV-CT2-31-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.76,848,HQ709173.1,Phytophthora nicotianae Ag2,
99,OEO_O99,TV-CT2-26,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.758,841,HQ709173.1,Phytophthora nicotianae Ag2,
495,OEO_O495,TV-CT2-4,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,99,98.199,844,HQ709173.1,Phytophthora nicotianae Ag2,
501,OEO_O501,TV-CT2-10,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,98,99.395,846,HQ709173.1,Phytophthora nicotianae Ag2,
504,OEO_O504,TV-CT2-15,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,99,98.679,843,HQ709173.1,Phytophthora nicotianae Ag2,
508,OEO_O508,TV-CT2-18-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,97,99.402,856,HQ709173.1,Phytophthora nicotianae Ag2,
514,OEO_O514,TV-CT2-22-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae Ag2,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,100,655,HQ709173.1,Phytophthora nicotianae Ag2,
498,OEO_O498,TV-CT2-7-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae P7146,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,99.545,659,HQ261629.1,Phytophthora nicotianae P7146,
510,OEO_O510,TV-CT2-19,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae P7146,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,98.78,655,HQ261629.1,Phytophthora nicotianae P7146,
512,OEO_O512,TV-CT2-21,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae P7146,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,99.244,660,HQ261629.1,Phytophthora nicotianae P7146,
515,OEO_O515,TV-CT2-24,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae P7146,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,99.09,659,HQ261629.1,Phytophthora nicotianae P7146,
518,OEO_O518,TV-CT2-30,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytophthora nicotianae P7146,Phytophthora Clade 1,Phytophthora nicotianae,P. nicotianae,100,99.848,659,HQ261629.1,Phytophthora nicotianae P7146,
145,OEO_O145,BR-CT2-3,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,100,98.801,832,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,
